id,vote,Last Grade in School,Age,Gender,Latino or Hispanic Origin,Race,Party,Region
175,,2,1,1,2,1,1,0
176,,2,3,1,2,1,3,0
177,1,4,5,2,2,1,2,0
179,2,4,5,2,2,3,2,0
180,,1,4,2,2,1,3,2
181,2,2,4,2,2,2,2,1
182,2,2,1,2,2,2,2,1
183,2,0,5,1,2,1,3,0
184,1,2,4,2,2,1,3,1
185,2,1,4,2,2,2,2,1
186,1,0,4,2,2,1,1,1
187,4,3,4,1,2,1,3,1
188,1,4,4,2,2,1,3,1
189,1,2,4,2,2,1,1,1
190,1,4,4,1,2,1,1,2
191,2,0,4,1,2,2,2,1
192,,1,3,1,2,2,1,1
193,1,2,4,1,2,1,1,2
194,1,2,4,1,2,1,4,2
195,2,3,2,2,2,1,3,2
197,2,3,2,2,2,1,2,2
198,1,4,4,1,2,1,3,2
199,,2,5,2,2,1,2,2
200,,0,5,2,2,1,1,2
201,2,4,5,1,2,1,2,2
202,,3,5,1,2,1,1,2
203,9,0,5,2,2,1,1,1
204,1,2,5,1,2,1,1,2
205,1,0,4,1,2,1,1,2
206,1,2,5,1,2,1,1,2
207,2,2,0,2,2,1,4,2
208,1,4,4,2,2,1,1,2
209,4,3,5,2,2,1,3,2
210,2,2,5,2,2,1,3,3
211,1,4,4,2,2,1,3,2
212,,3,2,1,2,1,1,3
213,,2,5,1,2,1,1,3
214,1,3,4,1,2,1,1,3
215,1,3,2,1,2,1,3,3
216,1,1,4,2,2,1,1,3
217,1,2,5,2,2,1,1,3
218,2,4,3,2,2,1,3,3
219,1,4,5,1,2,3,3,3
220,4,3,4,2,2,1,3,3
221,3,1,4,2,2,1,3,3
222,1,2,2,2,2,1,4,3
223,,3,4,1,2,2,3,1
224,,2,4,2,2,1,4,1
225,,2,5,2,2,1,1,1
226,,0,5,2,2,1,3,1
227,2,1,4,2,2,2,2,1
228,4,4,3,1,2,1,9,1
229,4,4,5,2,1,1,3,1
230,2,3,5,2,2,2,2,1
231,1,2,5,1,2,1,3,1
232,2,2,0,1,2,1,2,1
235,,1,2,1,2,1,3,2
236,,0,5,1,2,1,2,2
237,2,1,4,1,2,1,3,0
240,,1,3,2,2,1,2,0
241,1,1,0,2,2,1,1,1
243,1,3,3,1,2,1,3,0
244,,4,4,1,2,1,3,0
247,1,3,3,1,2,1,1,0
248,,2,3,2,2,1,4,1
249,4,2,3,2,2,1,3,0
250,1,2,4,1,2,1,1,1
251,9,3,2,1,1,4,4,1
252,2,1,0,2,2,2,3,1
253,,1,5,2,9,4,4,0
254,1,2,3,1,2,1,1,0
256,,2,0,1,2,1,3,1
257,2,1,3,1,2,1,3,0
258,,1,5,2,2,1,2,1
259,,0,2,1,2,1,3,0
260,1,4,4,1,2,1,3,0
265,2,4,3,2,2,1,2,0
267,1,1,4,2,2,1,1,1
268,,0,2,2,2,1,3,0
269,,1,3,2,1,4,3,1
270,3,2,0,1,2,1,3,0
271,1,4,3,2,2,1,1,1
275,,1,4,1,2,5,3,0
276,1,4,4,2,2,1,1,1
277,2,3,4,2,9,9,9,0
279,,2,1,2,2,2,2,1
280,2,1,4,2,2,2,2,1
281,2,1,2,2,2,2,1,0
284,2,4,3,1,2,3,4,0
288,3,1,4,2,2,9,4,0
290,2,3,4,2,2,1,3,0
292,2,4,2,1,2,3,3,1
293,1,2,2,1,2,1,1,1
294,1,3,2,1,2,1,1,0
296,,4,2,2,2,2,2,1
297,4,4,3,2,2,1,3,0
298,1,9,3,1,2,1,3,1
300,3,1,4,1,2,1,4,0
301,2,4,2,2,2,1,2,1
302,4,2,2,2,2,1,3,0
303,1,2,4,2,2,1,3,0
304,1,4,2,1,1,1,1,1
305,1,2,3,1,2,1,1,0
306,4,2,4,2,2,1,1,1
309,4,1,4,1,1,4,4,1
310,1,1,5,1,2,1,1,0
313,,1,3,2,2,1,1,0
314,4,4,3,1,2,1,3,0
315,2,9,5,1,9,9,9,1
316,4,1,2,1,2,2,3,0
317,,0,3,1,9,9,9,0
318,,3,2,2,2,1,1,0
320,,2,3,2,2,1,1,0
321,2,3,2,1,2,1,2,0
322,2,1,4,2,2,1,2,0
325,,3,3,2,2,2,4,2
326,1,3,4,1,2,1,2,0
327,1,2,4,2,2,1,9,2
328,1,1,2,2,2,3,1,0
329,1,2,2,1,2,1,3,2
330,1,2,4,1,2,9,4,2
331,2,0,3,1,2,1,2,2
332,,1,0,2,2,1,2,2
333,1,2,4,2,2,1,1,2
334,2,3,3,2,2,1,3,2
335,3,1,3,1,2,1,1,2
336,1,2,1,2,2,1,1,2
338,4,2,1,2,2,1,3,2
339,1,3,3,1,2,1,4,2
340,2,4,2,1,1,4,2,2
341,9,1,2,2,2,1,4,2
342,,1,3,1,2,9,2,2
343,1,2,1,1,1,4,1,2
344,3,1,2,2,2,1,3,2
345,,3,5,2,2,1,9,2
346,,2,4,1,2,1,3,2
347,1,3,3,1,2,1,1,2
348,1,2,3,2,2,1,1,2
350,1,1,2,1,2,1,1,2
352,1,3,3,2,2,1,1,2
354,2,2,2,1,2,1,3,2
355,1,1,4,1,2,1,1,2
356,,3,4,2,2,3,2,2
357,1,2,1,2,2,1,3,0
359,,2,4,2,2,1,4,0
360,2,1,2,1,1,4,2,1
361,4,1,2,1,2,1,3,0
362,1,3,0,2,2,1,1,1
363,2,1,2,1,2,1,3,0
364,2,4,1,1,2,2,2,0
366,4,2,4,2,2,2,4,0
367,,1,3,2,1,1,2,0
368,1,3,4,1,2,1,3,0
369,9,2,5,2,9,9,9,0
370,2,4,1,1,2,1,3,0
373,2,3,1,2,2,2,2,1
374,2,3,2,2,2,2,3,1
376,2,4,2,2,2,1,2,0
377,1,4,3,1,2,1,1,1
378,1,4,2,1,2,1,1,1
379,1,2,3,1,2,1,1,0
380,2,1,2,1,2,2,2,1
381,3,3,0,1,2,1,2,0
382,1,2,2,1,2,1,3,1
383,,1,3,2,2,1,4,1
384,2,2,3,2,2,2,2,1
385,2,2,2,2,2,2,2,1
386,9,1,3,1,2,2,2,1
387,2,1,0,1,2,2,3,1
388,3,3,3,2,2,1,3,2
390,2,4,2,1,2,1,3,2
391,4,4,2,2,2,1,1,2
392,1,1,0,2,2,1,3,1
393,2,3,2,2,2,3,3,1
395,1,1,0,2,2,1,1,1
396,,3,2,1,2,1,3,1
397,4,1,2,2,2,1,2,2
399,2,3,2,1,2,2,2,1
400,,1,3,2,2,1,4,1
401,,1,2,1,2,1,3,1
403,2,4,2,1,2,1,2,1
405,1,3,2,1,2,1,3,1
410,,3,0,2,2,2,2,1
411,4,1,3,2,2,2,3,0
412,2,3,3,2,2,1,2,0
413,2,0,3,1,2,2,2,1
414,,0,3,1,2,1,3,1
415,1,3,3,1,2,1,1,1
417,2,1,5,2,2,1,2,0
418,9,2,4,2,2,9,4,1
419,1,1,4,2,2,5,4,1
420,1,4,5,1,2,9,1,0
422,2,3,3,1,2,1,2,0
423,4,1,3,2,2,1,9,1
424,1,3,4,2,2,1,1,0
425,1,4,5,1,9,9,3,0
426,3,3,2,1,2,1,3,1
427,,2,4,1,2,2,2,1
428,2,3,5,2,2,1,3,0
429,4,2,2,1,2,2,4,1
430,1,2,5,2,2,1,1,1
431,1,3,3,2,2,1,1,0
432,,9,5,2,2,1,9,1
434,2,2,4,1,2,1,2,0
436,1,0,5,1,2,1,1,1
437,2,1,4,1,2,1,2,0
438,4,4,4,2,2,3,3,1
440,1,2,3,2,2,1,1,1
441,3,1,4,2,9,1,1,1
442,1,3,3,1,2,1,1,1
443,2,0,5,1,2,1,2,1
445,2,4,5,2,2,1,2,0
446,1,1,4,2,2,1,1,1
447,2,1,4,2,1,4,2,1
448,,3,3,2,2,2,2,1
450,1,2,4,2,2,1,1,1
452,2,2,2,2,2,2,1,3
453,1,1,2,2,2,1,1,3
454,,1,2,1,2,3,2,3
455,2,4,4,1,2,2,2,3
457,2,3,2,2,1,3,2,3
458,2,3,2,2,2,1,2,3
459,,1,0,2,1,1,2,3
460,1,3,4,1,9,9,9,3
461,2,4,2,1,2,1,3,3
464,,4,2,2,2,1,2,3
465,2,3,5,2,2,1,2,3
466,2,3,5,1,2,1,3,3
467,,0,5,2,2,1,2,3
468,2,0,5,1,1,1,2,3
469,1,1,2,1,2,1,3,3
470,1,4,3,1,2,9,4,3
472,1,4,5,1,2,1,1,3
474,2,1,4,2,2,1,2,3
476,1,9,5,1,2,2,1,3
477,,1,4,1,2,1,1,3
478,1,1,3,1,2,1,3,3
480,2,1,5,2,2,1,2,3
481,4,2,4,2,2,1,2,3
482,2,1,4,2,2,1,2,3
483,1,2,4,2,9,9,1,3
484,2,3,5,1,2,1,2,3
485,2,4,5,1,2,1,2,4
486,2,3,4,1,2,1,3,3
487,9,1,5,2,2,1,3,3
488,1,4,4,1,2,5,3,3
490,,2,2,2,2,3,2,3
492,2,4,5,1,9,9,2,3
493,1,1,4,2,2,1,9,3
494,,1,4,1,2,1,1,3
495,2,1,2,1,1,4,2,3
496,1,2,4,2,2,1,1,3
497,2,2,1,2,1,1,2,3
498,4,1,5,2,2,1,3,3
499,,1,4,2,2,5,3,3
500,1,3,4,1,9,9,1,3
501,2,2,2,1,2,2,2,3
502,,1,4,1,2,1,3,3
503,1,2,2,2,2,1,3,3
504,1,1,4,1,2,1,1,3
505,1,4,4,2,2,1,3,3
506,,2,5,2,2,1,2,3
507,4,1,3,2,2,1,3,3
508,2,3,3,1,2,1,2,3
510,2,2,5,2,2,9,3,3
511,,3,5,1,2,1,3,3
512,4,2,5,1,2,1,2,3
513,1,3,5,1,2,1,1,3
515,2,1,4,2,2,1,2,3
517,2,3,4,1,2,1,2,3
518,,4,2,2,2,1,2,3
519,1,4,4,2,2,1,1,3
520,2,0,5,2,2,2,2,3
521,,2,5,1,2,1,1,3
522,1,1,5,2,2,1,1,3
525,2,2,3,2,2,1,2,3
526,1,2,3,1,2,1,1,3
528,1,3,5,1,2,1,1,3
531,2,3,5,2,2,1,2,3
533,2,3,4,2,2,1,2,3
534,4,3,4,1,2,1,9,4
2001,2,3,2,1,2,1,3,0
2002,,2,4,2,2,1,3,0
2003,2,1,4,1,2,1,2,0
2004,,1,4,1,2,1,2,0
2005,,1,4,2,2,1,4,0
2006,2,2,4,2,2,1,3,0
2007,,1,0,2,2,1,4,0
2008,4,2,4,1,2,1,3,0
2009,2,2,4,1,1,1,2,0
2010,2,4,4,2,2,1,2,1
2011,2,3,5,1,2,3,3,0
2012,2,3,1,2,2,1,2,1
2013,1,4,2,1,2,1,1,1
2014,,1,0,1,1,4,9,0
2015,2,1,4,1,2,1,3,2
2016,2,3,4,1,2,1,2,1
2017,,4,2,2,2,3,2,1
2018,3,1,0,2,2,1,4,1
2019,2,2,4,1,2,1,2,2
2021,1,3,2,2,2,1,1,1
2022,9,3,5,1,2,1,2,1
2023,1,4,4,2,2,1,1,1
2025,2,0,4,2,2,2,2,1
2027,1,3,3,2,1,1,1,1
2028,1,4,4,1,2,1,1,1
2029,1,2,4,1,2,1,1,2
2031,2,9,5,2,9,9,2,1
2032,1,4,4,2,2,1,1,1
2033,2,3,4,1,2,1,2,1
2034,1,2,4,2,2,1,2,1
2035,,1,2,2,2,1,1,2
2036,2,4,2,2,2,3,2,1
2037,,2,2,2,2,1,3,2
2038,,0,5,2,2,1,1,2
2040,1,1,4,1,2,1,2,1
2041,1,2,3,1,2,1,1,2
2042,2,2,5,2,2,2,2,1
2043,1,2,4,2,2,1,1,1
2044,2,3,4,1,2,1,2,2
2045,4,3,2,2,2,2,2,1
2046,1,3,4,2,2,1,1,2
2047,,4,4,2,2,1,2,2
2048,4,2,4,1,2,2,3,1
2049,4,1,4,1,2,1,2,1
2050,1,3,4,1,2,1,3,2
2051,1,1,5,2,2,1,3,2
2052,2,1,4,2,2,1,4,2
2053,3,1,2,1,2,1,3,2
2054,1,0,5,1,2,1,1,2
2055,3,1,5,2,2,1,3,2
2056,1,1,4,2,2,1,4,2
2057,1,4,4,1,2,1,3,0
2058,9,2,5,2,2,2,2,0
2059,1,2,4,1,2,1,1,2
2060,2,1,3,1,2,1,2,2
2061,2,3,4,1,2,1,3,2
2062,1,1,3,2,2,1,1,0
2063,3,0,4,2,2,1,3,2
2064,4,4,4,2,2,1,9,2
2065,1,2,3,1,2,1,3,2
2066,1,4,4,2,2,1,2,0
2067,2,4,4,2,9,9,2,0
2068,1,4,5,1,2,1,1,1
2069,,1,2,1,2,1,9,1
2070,2,0,4,2,2,2,2,1
2071,1,2,2,1,1,4,1,1
2073,2,4,5,2,2,1,3,1
2074,2,4,2,1,2,2,3,1
2075,,3,3,1,2,3,2,1
2076,1,0,5,1,2,1,4,1
2077,1,2,5,1,2,5,4,1
2078,,1,0,1,2,1,4,1
2079,1,2,4,2,2,1,2,1
2080,1,2,4,1,2,1,4,2
2082,4,4,3,2,2,1,3,2
2083,1,1,5,2,2,1,1,2
2085,,3,4,2,2,3,1,3
2086,1,1,3,1,2,1,1,3
2087,4,2,5,2,2,1,1,3
2088,,4,2,2,2,1,1,3
2089,,1,2,1,1,1,2,3
2090,1,2,5,1,2,1,1,3
2091,1,3,2,2,2,1,1,3
2092,,1,1,2,1,4,4,3
2093,1,1,0,1,2,1,1,3
2094,1,3,4,2,2,1,1,3
2095,,2,0,1,1,4,4,3
2096,,1,4,1,2,2,2,3
2097,2,1,5,2,2,1,2,3
2098,1,1,5,2,2,1,1,3
2099,1,4,3,1,2,1,1,3
2100,1,2,5,2,2,1,3,3
2101,,3,2,2,2,1,1,3
2102,3,2,2,1,2,3,3,3
2103,4,1,5,2,1,1,2,3
2104,,4,4,1,2,1,2,3
2105,2,3,5,2,2,1,2,3
2106,,1,2,1,1,4,4,3
2107,2,4,5,1,1,4,2,3
2108,1,3,3,1,2,1,1,3
2109,1,3,4,2,2,1,1,3
2111,1,3,2,1,2,1,4,3
2112,2,4,5,1,2,1,3,3
2113,1,2,5,1,2,1,1,3
2114,2,1,3,2,2,1,2,3
2115,2,2,5,1,2,1,2,3
2116,2,1,4,2,2,1,2,3
2117,1,3,5,2,2,1,1,3
2118,,1,0,2,1,4,1,3
2119,,2,4,2,2,1,1,3
2121,2,1,4,2,2,1,2,3
2122,,2,3,2,2,1,3,3
2123,1,3,3,2,2,1,1,3
2124,1,3,4,2,2,1,1,3
2125,,2,5,1,2,1,3,3
2126,9,4,4,2,1,1,3,3
2127,4,4,4,1,2,5,3,3
4001,2,4,5,2,2,1,2,0
4002,3,4,5,1,2,1,1,1
4003,2,0,4,2,2,1,2,1
4004,,3,4,2,2,1,3,0
4005,,4,5,2,2,1,9,1
4006,9,9,3,2,2,1,2,2
4007,1,3,2,2,2,1,1,2
4009,,1,5,2,2,1,2,2
4010,2,3,2,2,2,1,3,2
4011,1,4,4,1,2,1,1,1
4012,2,4,4,1,2,2,2,0
4013,2,1,4,2,2,1,2,1
4014,4,1,5,2,2,1,3,1
4015,2,1,4,2,2,1,2,0
4016,1,3,2,1,2,1,3,1
4017,1,4,5,1,2,1,1,2
4018,1,4,4,2,2,1,3,1
4019,1,4,3,2,2,1,1,1
4020,1,3,4,1,2,1,1,0
4021,1,1,4,1,2,1,3,0
4022,2,1,5,1,2,2,2,0
4023,2,1,4,2,2,1,2,2
4024,1,1,5,1,2,1,1,2
4025,1,2,5,1,2,1,1,2
4026,1,1,4,1,2,1,3,0
4027,3,2,0,2,2,1,3,2
4028,2,0,5,2,2,1,2,2
4029,1,1,5,2,2,1,3,2
4030,2,2,2,2,2,1,4,2
4031,2,0,5,2,2,2,2,2
4032,,4,2,2,2,1,1,2
4033,1,2,4,2,2,3,1,2
4034,1,2,5,2,2,1,1,1
4035,4,3,2,2,2,1,3,2
4036,2,1,3,2,2,1,2,1
4037,3,2,2,1,2,1,3,0
4038,4,4,2,2,2,1,3,2
4039,2,0,5,2,2,2,2,2
4040,1,3,3,2,2,1,1,1
4041,2,3,4,2,2,1,2,1
4042,2,4,3,1,2,1,2,0
4043,3,2,2,2,2,1,2,1
4044,2,3,2,2,2,1,3,0
4045,1,2,4,2,2,1,3,2
4046,,1,4,2,2,2,2,1
4047,9,2,4,1,2,1,3,1
4048,1,1,5,1,2,1,1,1
4049,3,1,4,1,2,1,4,2
4050,9,9,5,2,9,9,9,0
4051,1,1,5,1,2,1,1,1
4052,2,3,4,2,2,1,3,0
4053,,2,5,1,2,1,3,1
4054,2,2,5,2,1,1,1,1
4055,2,4,4,2,2,2,2,1
4056,1,3,2,1,2,1,1,2
4057,1,1,5,2,2,1,1,1
4058,1,2,4,1,2,9,1,0
4059,1,2,2,2,2,1,3,2
4060,2,2,3,1,2,2,2,1
4061,2,1,4,1,2,2,2,2
4062,1,4,4,2,2,1,4,0
4063,1,1,3,1,2,1,1,2
4064,1,2,4,2,2,1,1,3
4065,2,3,4,1,2,1,3,1
4066,2,4,4,2,2,1,2,3
4067,2,3,4,2,2,1,2,1
4068,1,3,4,2,2,1,1,2
4069,1,2,4,2,2,1,3,2
4070,,3,4,1,2,1,3,3
4071,1,1,5,2,1,4,2,3
4072,1,3,2,2,2,1,1,2
4073,2,2,2,1,2,1,2,2
4074,2,0,5,2,2,2,2,1
4075,4,2,4,1,2,1,4,3
4076,1,1,3,1,2,1,1,0
4077,2,3,4,1,2,1,3,3
4078,1,1,4,2,2,1,1,2
4079,1,3,2,1,2,1,4,2
4080,1,1,5,1,2,1,1,1
4081,2,1,2,2,2,9,3,3
4083,,1,4,1,2,1,2,1
4084,1,1,5,1,2,1,1,1
4085,1,0,5,1,2,1,3,1
4086,1,3,3,1,2,1,3,1
4087,2,0,3,1,2,2,2,1
4088,4,1,5,2,2,2,2,1
4089,1,1,5,1,2,1,1,1
4091,2,2,4,1,2,2,2,1
4092,1,3,5,1,2,1,1,1
4093,1,3,4,1,2,1,1,1
4094,2,4,3,1,2,3,3,1
4095,2,3,0,1,2,1,3,3
4096,,0,4,1,2,1,3,3
4097,2,2,2,1,2,1,3,2
4098,1,3,3,1,2,1,1,1
4099,2,1,4,1,2,1,2,1
4100,,3,4,2,2,1,9,3
4101,1,2,4,1,2,1,3,3
4102,3,1,2,2,1,5,3,3
4103,2,3,2,2,2,1,2,3
4104,1,4,4,2,2,1,1,3
4105,2,4,3,1,2,1,2,3
4106,,1,3,1,2,1,2,1
4107,1,3,3,1,2,1,1,1
4108,2,0,3,2,2,2,2,1
4109,1,3,1,1,2,1,1,1
4110,,1,1,1,2,1,4,1
4111,2,4,3,2,9,9,2,1
4112,1,3,5,1,2,1,1,1
4113,1,1,5,2,2,1,3,1
4114,1,0,5,1,2,1,1,1
4115,1,4,4,1,2,1,4,1
4116,,1,0,2,2,2,3,1
4117,1,1,5,1,2,1,3,1
4118,1,3,3,2,2,1,1,1
4119,1,1,5,2,2,1,1,1
4120,4,0,3,1,2,1,3,1
4121,2,2,4,1,2,1,4,1
4122,1,4,4,1,2,1,3,1
4123,1,3,3,2,2,1,1,1
4124,1,3,3,1,2,1,1,1
4125,1,4,5,1,2,1,1,3
4126,3,0,4,1,2,1,3,1
4127,1,2,4,2,2,1,3,3
4128,1,3,4,1,2,1,1,3
4129,1,2,5,1,2,1,1,3
4130,2,4,5,1,2,1,2,3
4131,1,2,3,1,2,2,1,3
4132,4,0,4,2,2,1,3,3
4133,2,4,4,1,2,2,3,3
4134,2,4,5,1,2,1,2,3
4135,,1,0,2,2,1,2,3
4136,2,2,4,1,2,1,2,3
4137,,2,1,2,1,4,2,3
4138,2,4,4,1,2,1,2,3
4139,1,3,4,1,2,1,3,3
4140,4,1,5,2,2,1,2,3
4141,2,2,4,2,2,1,2,3
4142,,3,2,1,1,4,1,3
4143,2,3,4,2,2,1,3,3
4144,3,2,2,2,2,1,4,3
4145,,2,2,1,2,1,3,3
4146,2,4,1,1,2,1,2,3
4147,2,0,4,2,2,1,2,3
4148,2,4,2,2,2,1,2,3
4149,2,4,5,2,2,1,3,3
4151,1,4,4,2,2,1,4,3
4152,1,3,4,1,2,1,1,3
4153,2,2,0,1,2,3,1,3
4154,1,3,1,1,2,1,3,3
4156,2,4,5,2,2,1,2,3
4157,1,4,5,1,2,1,1,3
4158,2,1,0,2,1,1,2,3
4159,3,4,2,1,2,1,4,3
5001,1,2,4,2,2,1,4,0
5002,,3,3,1,2,3,9,0
5003,2,2,2,2,2,2,4,2
5004,2,3,4,1,2,1,4,0
5006,1,2,4,1,2,1,1,0
5008,1,4,5,2,2,1,1,2
5009,,3,5,2,2,2,2,0
5010,2,0,3,2,2,1,2,2
5011,4,4,4,1,2,1,2,0
5012,2,2,2,1,2,1,4,2
5016,2,1,0,2,2,2,2,0
5017,2,4,3,2,1,1,2,0
5018,2,1,5,1,2,1,1,0
5021,2,2,5,1,2,1,2,0
5022,2,2,0,1,2,1,3,0
5023,1,3,0,1,2,1,3,0
5024,9,4,3,1,2,1,3,2
5025,3,1,1,1,2,1,4,0
5026,2,1,4,1,2,1,3,2
5027,2,2,4,2,2,2,2,2
5028,4,4,4,2,2,1,2,2
5029,,1,4,1,2,1,3,0
5030,,1,0,1,2,1,1,2
5031,2,2,1,2,2,2,2,2
5032,1,2,5,2,2,1,3,1
5034,1,2,4,1,2,9,4,3
5036,,2,0,1,2,3,3,3
5037,2,3,1,1,2,1,3,3
5042,2,2,5,2,2,1,2,3
5044,1,1,0,1,2,1,1,3
5045,9,3,4,2,2,1,1,3
5046,2,4,2,2,2,1,3,3
5049,2,3,0,1,2,2,2,3
5052,2,1,4,2,2,2,2,3
6003,3,3,2,1,2,2,2,1
6004,,2,2,2,2,1,3,1
6013,4,9,3,1,2,1,3,1
6016,,0,5,2,2,1,9,2
6031,9,4,4,1,2,2,4,1
6034,3,2,1,2,2,1,4,0
6037,1,3,5,1,2,1,3,1
6038,2,4,4,2,2,2,2,1
6042,1,4,5,1,2,1,3,1
6043,2,1,0,2,2,2,2,2
6047,2,3,4,1,2,1,3,1
6048,2,4,1,1,2,1,2,2
6052,1,1,4,1,2,1,3,2
6053,,1,3,2,2,1,1,2
6056,1,2,4,2,2,1,9,2
6063,2,3,3,2,2,3,2,0
6064,,3,2,2,2,2,3,1
6066,,3,0,1,2,1,1,0
6068,1,9,4,2,2,1,1,1
6071,2,3,3,1,2,2,2,2
6072,1,4,5,1,2,1,1,1
6075,1,1,0,1,2,1,1,2
6076,,4,2,1,2,1,4,1
6083,,2,4,1,2,1,3,2
6087,1,3,1,1,2,1,1,1
